t [s]	neMax [m-3]	ne [10^19 m-3]	TeMax [keV]	Ell [V/m]	Zeff [1]	ED [V/m]	Ell/ED [1]	Spri [a.u.]	int(Spri) [a.u.]
1.3965			2.51149123096776	0.247122766844764	12.599		--	--	
1.39755			2.50988420677019	0.246763042915485	12.616		--	--	
1.3986			2.50884085563896	0.2476477542561	12.633		--	--	
1.3994			2.50819417563116	0.24790691489371	12.651		--	--	
1.40045			2.50785396316331	0.24788128574904	12.668		--	--	
1.4015			2.50778247096554	0.248342872847439	12.685		--	--	
1.4022			2.50801165601997	0.24879830694795	12.703		--	--	
1.40335			2.50865745428912	0.248457979435405	12.707		--	--	
1.4044			2.50976467103021	0.248899280343616	12.688		--	--	
1.40545			2.5113200020973	0.249047336564015	12.67		--	--	
1.4066			2.51328009606786	0.248939929528623	12.652		--	--	
1.4073			2.51529162246322	0.249358487093493	12.634		--	--	
1.40835			2.516692053283	0.24960485368628	12.615		--	--	
1.4095			2.51750296942316	0.249923428134416	12.597		--	--	
1.41055			2.51776651723425	0.24983064957954	12.579		--	--	
1.4116			2.51753526051634	0.248856282593022	12.561		--	--	
1.4123			2.51684504120315	0.248787041359885	12.543		--	--	
1.41345			2.51572066041556	0.248294483154	12.524		--	--	
1.4145			2.51432934089525	0.247204393059976	12.506		--	--	
