t [s]	neMax [m^-3]	ne [10^19 m^-3]	TeMax [keV]	Zeff [s]	Ell [V/m]	ED [V/m]	Ell/ED [1]	Spri [a.u.]	Integrated Spri [a.u.]
0.0324865	8.09900000000001E19	8.09900000000001	1.43520514113346	3.028	1.76032632742032	26.4669467370356	0.0665103664925982	9.39307550182701E22	3.132060566648E21
0.033534	8.09900000000001E19	8.09900000000001	1.45732985181198	3.0132	1.73323427992697	26.0651341080193	0.066496273249318	8.99319197918312E22	3.22835864257979E21
0.0345825	8.09900000000001E19	8.09900000000001	1.47917749504611	2.9985	1.70652610517759	25.6801487004201	0.0664531239707998	8.59067259877437E22	3.32054205262973E21
0.03563	8.09900000000001E19	8.09900000000001	1.50074807083587	2.9838	1.68020180317218	25.311042382978	0.0663821654497384	8.18869983606466E22	3.4084240157572E21
0.036329	8.09900000000001E19	8.09900000000001	1.52204157918124	2.9691	1.65426137391075	24.9569384612559	0.0662846276789472	7.78962002529431E22	3.46426824367265E21
0.037377	8.09900000000001E19	8.09900000000001	1.54305802008224	2.9544	1.62870481739328	24.617025110355	0.0661617238513592	7.39550593033124E22	3.54383830368013E21
0.038425	8.09900000000001E19	8.09900000000001	1.56379739353885	2.9397	1.60353213361978	24.2905495200618	0.0660146503600263	7.00816889761836E22	3.61931355977858E21
0.0394725	8.09900000000001E19	8.09900000000001	1.58425969955109	2.925	1.57874332259026	23.9768126638976	0.0658445867981197	6.62917250905327E22	3.69073913539602E21
0.040521	8.09900000000001E19	8.09900000000001	1.60444493811894	2.9103	1.5543383843047	23.675164615891	0.0656526959589297	6.25984729576477E22	3.75830982172278E21
0.0415685	8.09900000000001E19	8.09900000000001	1.62435310924242	2.8956	1.53031731876312	23.3850003493484	0.0654401238358656	5.90130613978868E22	3.82200386284149E21
0.042617	8.09900000000001E19	8.09900000000001	1.64398421292151	2.8808	1.50668012596551	23.1057559607555	0.0652079996224562	5.55479837121309E22	3.88206249074042E21
0.043315	8.09900000000001E19	8.09900000000001	1.66333824915622	2.8661	1.48342680591186	22.8369052694894	0.0649574357123491	5.22035364650891E22	3.91966777128227E21
0.044363	8.09900000000001E19	8.09900000000001	1.68241521794656	2.8514	1.46055735860219	22.5779567504516	0.0646895276993112	4.89888449081772E22	3.97269257912186E21
0.045411	8.09900000000001E19	8.09900000000001	1.70121511929251	2.8367	1.43807178403649	22.3284507622388	0.0644053543772286	4.59079102148741E22	4.02241847880634E21
0.046459	8.09900000000001E19	8.09900000000001	1.71973795319409	2.822	1.41597008221476	22.0879570381919	0.0641059777401064	4.29633370384917E22	4.0689870123671E21
0.047507	8.09900000000001E19	8.09900000000001	1.73798371965128	2.8038	1.394252253137	21.8560724117259	0.0637924429820691	4.02446496846927E22	4.11258799741005E21
0.048555	8.09900000000001E19	8.09900000000001	1.75595241866409	2.7827	1.3729182968032	21.632418750844	0.0634657784973601	3.7722410194386E22	4.15344273678669E21
0.049603	8.09900000000001E19	8.09900000000001	1.77364405023253	2.7617	1.35196821321338	21.4166410797697	0.063126995880342	3.53173785354613E22	4.19171558608113E21
0.050651	8.09900000000001E19	8.09900000000001	1.79105861435658	2.7406	1.33140200236753	21.2084058682496	0.0627770899254967	3.30338282856552E22	4.2275316184554E21
0.051699	8.09900000000001E19	8.09900000000001	1.81633622623427	2.7196	1.28983565078317	20.9132524465763	0.0616755167125774	2.743669657242E22	4.25921817348103E21
0.052397	8.09900000000001E19	8.09900000000001	1.84146363578105	2.6985	1.25991301088506	20.6278838685769	0.0610781512496452	2.43983225963081E22	4.27730859517091E21
0.0534455	8.09900000000001E19	8.09900000000001	1.86636975234417	2.6775	1.23457150961827	20.3526112547576	0.0606591210417622	2.22506103148155E22	4.30176429824957E21
0.054493	8.09900000000001E19	8.09900000000001	1.89098387239695	2.6564	1.21256900291055	20.0876901075575	0.0603637848064146	2.06698231656914E22	4.32424387528498E21
0.0555415	8.09900000000001E19	8.09900000000001	1.9151494832493	2.6354	1.19118952355889	19.8342209625599	0.0600572881489741	1.91880780521134E22	4.34513937999842E21
0.056589	8.099E19	8.099	1.9384790357094	2.6143	1.16935681235179	19.59551655053	0.0596747122912748	1.76430815381309E22	4.36442969983381E21
0.0576375	8.099E19	8.099	1.96094491318064	2.5933	1.15012256316453	19.3710173966523	0.0593733689673573	1.64426583722594E22	4.38229914898183E21
0.058685	8.099E19	8.099	1.98252044867594	2.5722	1.13290541349167	19.1602049060671	0.0591280426825151	1.54799887653024E22	4.39901863542013E21
0.059384	8.099E19	8.099	2.00317554146677	2.5512	1.11629637377209	18.962640687638	0.0588681920498458	1.45662110924594E22	4.40951978227042E21
0.0604315	8.099E19	8.099	2.02293629663937	2.5301	1.10084229480453	18.7774069258646	0.0586258954258588	1.37665989799534E22	4.42435909154584E21
0.06148	8.099E19	8.099	2.04193860287971	2.5091	1.08827783374627	18.6026641415804	0.0585011816298813	1.32655003304942E22	4.43853066960935E21
0.0625275	8.099E19	8.099	2.06012831557913	2.488	1.07483769097369	18.4384136365898	0.0582933929218699	1.26417331457608E22	4.45209958314253E21
0.063576	8.099E19	8.099	2.07745396601796	2.4678	1.06152070216894	18.2846400682991	0.0580553239333022	1.20020297274252E22	4.4650190758288E21
0.0646235	8.099E19	8.099	2.09386266924751	2.4805	1.05079897621585	18.14135119031	0.057922861709282	1.13336968016371E22	4.4772411625984E21
0.065671	8.099E19	8.099	2.10929023850929	2.4932	1.03917894931225	18.008663451619	0.0577043905620226	1.05763910633528E22	4.48871657111769E21
0.06637	8.099E19	8.099	2.12365668653273	2.5059	1.02567724611659	17.886835602	0.0573425769062196	9.66217765192629E21	4.49578995088368E21
0.067418	8.099E19	8.099	2.13691173717372	2.5185	1.01274491904496	17.7758853425264	0.0569729664390951	8.82646162548968E21	4.50547799786504E21
0.068466	8.099E19	8.099	2.1490065925913	2.5312	1.00166403550376	17.6758406223853	0.0566685374066578	8.15827924852712E21	4.51437800208303E21
0.069514	8.099E19	8.099	2.15989237309168	2.5439	0.991608776147585	17.5867550162819	0.0563838397265187	7.57633084298787E21	4.52262293777098E21
0.070562	8.099E19	8.099	2.16951870407429	2.5566	0.981342500707091	17.5087211535735	0.0560487823239334	6.98790472605979E21	4.53025459720916E21
0.07161	8.099E19	8.099	2.17783244716705	2.5693	0.973712837767426	17.4418826739913	0.0558261316147592	6.57847127732854E21	4.53736337823494E21
0.072658	8.099E19	8.099	2.18525449299299	2.582	0.966233461059926	17.382642684822	0.0555861084289336	6.18175316952755E21	4.54404973584509E21
0.073356	8.099E19	8.099	2.19191595370217	2.5947	0.957402772440378	17.3298150245867	0.0552459891281046	5.71452784166612E21	4.548201537918E21
0.0744045	8.099E19	8.099	2.19782560983283	2.6074	0.950042642035848	17.2832174933062	0.0549690844545468	5.34368645214241E21	4.55399880676153E21
0.075452	8.099E19	8.099	2.20288587179106	2.6201	0.9419507040782	17.2435161138034	0.0546263707390961	4.9434513128425E21	4.55938669516594E21
